catalog_index	catalog	author	short	title	town	from	till	dissertation	cluster	cluster_idx	remove
112182	kungliga	Rudenschöld, Magdalena	Den på gamla kungshuset fängslade 	Den på gamla kungshuset fängslade frökens, nu Magdalena Charlotta Carlsdotters Bref til riksförrädaren, som fordom kallades baron Armfeldt, nu fogelfri under namn af Gustaf Mauritz Magnusson, angående deras kärleks-äfwentyr. Öfwersatte	Stockholm	1794	NA	NA	1	2	
6185	fennica	Runeberg, Efraim Otto	Nödige påminnelser wid tjenstehjons-stadgan. Af 	Nödige påminnelser wid tjenstehjons-stadgan. Af E. O. R	Stockholm	1761	NA	NA	1	1	potentially remove
120243	kungliga	Runeberg, Ephraim Otto	Nödige påminnelser wid tjenstehjons-stadgan. Af 	Nödige påminnelser wid tjenstehjons-stadgan. Af E.O.R. Stockholm, tryckt hos Lorents Ludvig Grefing 1761	Stockholm	1761	NA	NA	1	2	
6186	fennica	Schröder, Eric	Oförgripeliga tankar om fem nya 	Oförgripeliga tankar om fem nya stapel-s[t]äders	Stockholm	1765	NA	NA	1	1	potentially remove
120043	kungliga	Schröder, Eric	Oförgripeliga tankar om fem nya 	Oförgripeliga tankar om fem nya stapel-säders [!] inrättande i rikets norre provincer. =Anon=	Stockholm	1765	NA	NA	1	2	
6190	fennica	Stenhagen, Petter	Additament uti stapelstads saken	Additament uti stapelstads saken	Stockholm	1765	NA	NA	1	1	potentially remove
306296	kungliga	Stenhagen, Per	Additament uti stapelstads saken	Additament uti stapelstads saken	Stockholm	1765	NA	NA	1	2	
6191	fennica	Stenhagen, Petter	Tankar om nödwändigheten af stapel-städers 	Tankar om nödwändigheten af stapel-städers anläggande i Sweriges norra orter : och i synnerhet i Öster-och Wästerbottn	Stockholm	1762	NA	NA	1	1	potentially remove
99722	kungliga	Stenhagen, Peter	Tankar om nödwändigheten af stapel-städers 	Tankar om nödwändigheten af stapel-städers anläggande i Sweriges norra orter och i synnerhet i Öster- och Wästerbottn. =(Rubr.)=/(Per Stenhagen.) (Stockholm, tryckt hos directeuren Lars Salvius, 1762.	Stockholm	1762	NA	NA	1	2	
104535	kungliga	Stenhagen, Peter	Tankar om nödwändigheten af stapel-städers 	Tankar om nödwändigheten af stapel-städers anläggande i Sweriges norra orter och i synnerhet i Öster- och Wästerbottn. =(Rubr.)=/(Per Stenhagen.) (Stockholm, tryckt hos directeuren Lars Salvius, 1762.	Stockholm	1762	NA	NA	1	3	
6193	fennica	Ehrensvärd, Augustin	Swar uppå et tryckt memorial 	Swar uppå et tryckt memorial med herr	Stockholm	1766	NA	NA	1	1	potentially remove
104191	kungliga	Ehrensvärd, Augustin	Swar uppå et tryckt memorial 	Swar uppå et tryckt memorial med herr commandeur-capitaine Tersmedens underskrift, daterat Stockholm d. 12 dec. 1765. =(Rubr.)=/(A. Ehrensverd.) (Stockholm, tryckt hos direct. Lars Salvius 1766.	Stockholm	1766	NA	NA	1	2	
6196	fennica	Helsingius, Daniel Georgii	Den swenske Confusius til den 	Den swenske Confusius til den swenske Galimathias 1770	Stockholm	1770	NA	NA	1	1	potentially remove
106636	kungliga	NA	Den swenske Confusius til den 	Den swenske Confusius til den swenske Galimathias 1770. Stockholm, tryckt hos Peter Hesselberg 1770	Stockholm	1770	NA	NA	1	2	
6198	fennica	Qvanten, Carl-jacob Von	Anmärkningar, inlämnade til höglofl. ridderskapet 	Anmärkningar, inlämnade til höglofl. ridderskapet och adelens beswärs-utskott, af öfwersten och riddaren C. von Quanteen wid riksdagen 1778	Stockholm	1778	NA	NA	1	1	potentially remove
105401	kungliga	Quanten, Carl Jacob Von	Anmärkningar, inlämnade til höglofl. ridderskapet 	Anmärkningar, inlämnade til höglofl. ridderskapet och adelens beswärs-utskott, af öfwersten ... C. von Quanten wid riksdagen 1778. Stockholm, tryckt hos Wennberg och compagnie	Stockholm	1778	NA	NA	1	2	
6201	fennica	NA	Handlingar och protocoll, rörande den 	Handlingar och protocoll, rörande den besynnerliga	Stockholm	1768	NA	NA	1	1	potentially remove
140795	kungliga	NA	Handlingar och protocoll, rörande den 	Handlingar och protocoll, rörande den besynnerliga process, som af ... Anna Hel. Hästsko, emot sin moder ... Elisab. Charl. Réenstierna, blifwit orsakad och anstäld, dels om testamente, uti eget namn, dels om twå hundrade tusende dal	Stockholm	1768	NA	NA	1	2	
6203	fennica	Aminoff, Fredric	Uplysning wid de beswär öfwer 	Uplysning wid de beswär öfwer prejudice, som extra ordinarie professorerne, Wilhelm Rob. Nääf och Jacob Hartman hos riksens höglofl. ständer anfört	Stockholm	1766	NA	NA	1	1	potentially remove
112458	kungliga	Aminoff, Friedrich	Uplysning wid de beswär öfwer 	Uplysning wid de beswär öfwer prejudice, som extraordinarie professorerne Wilhelm Robert Nääf och Jacob Hartman hos riksens höglofl. ständer anfört. =(Rubr.)=/(Fried. Aminoff.) (Stockholm, tryckt hos Lorens Ludvig Grefing 1766.	Stockholm	1766	NA	NA	1	2	
6210	fennica	Wallenius, Jacob	Gustaf den tredjes död, klagad 	Gustaf den tredjes död, klagad för Alma. Imitation efter Ossian. Af Jacob Wallenius	Stockholm	1792	NA	NA	1	1	potentially remove
132795	kungliga	Wallenius, Jacob	Gustaf den tredjes död, klagad 	Gustaf den tredjes död, klagad för Alma. Imitation efter Ossian. Af Jacob Wallenius. Stockholm, tryckt hos Anders Zetterberg, 1792	Stockholm	1792	NA	NA	1	2	
6216	fennica	Boije, Hans Henric	Berättelse om den för publici 	Berättelse om den för publici räkning på Ottavalla skatte-rusthåld, i Biörneborgs lähn, Öfre-Satagunda Öfredels härad och Mässuby sockn, anlagde och inrättade linne-garns spinne-schola, hwilken inrättning warit underteknad såsom syssloman ombetrodd	Stockholm	1766	NA	NA	1	1	potentially remove
139803	kungliga	Boije, Hans Henrik	Berättelse om den för publici 	Berättelse om den för publici räkning på Ottavalla skatte-rusthåld, i Biörneborgs lähn, Öfre-Satagunda Öfredels härad och Mässuby sockn, anlagde och inrättade linne- garns spinne-schola, hwilken inrättning warit underteknad såsom syszloman	Stockholm	1766	NA	NA	1	2	
6217	fennica	Lemström, Henricus	Förslag, at hålla wäxel-coursen til 	Förslag, at hålla wäxel-coursen til et wist pari, med förbehåll likwäl at sedel-ståcken ej ökas i större proportion, än industrien och näringarna, tillika kunna förbättras; jemte, huru, i annat fall, finance-oredor äfwen kunna göras förmånliga för riket, stats-contoir, banque, creditorer och penninge-löntagare, oaktadt sedel-ståckens förnuftiga ökning, samt bifogade betraktelser, öfwer proportionen i warornas stegring, penninge-löntagares lidande däraf och rikets interesse uti deras olyckor. Af Henric Lemström, phil. mag. och cop. i K. Com. coll	Stockholm	1771	NA	NA	1	1	potentially remove
120391	kungliga	Lemström, Henric	Förslag, at hålla wäxel-coursen til 	Förslag, at hålla wäxel-coursen til et wist pari, med förbehåll likwäl at sedel-ståcken ej ökas i större proportion, än industrien och näringarna, tillika kunna förbättras; jemte, huru, i annat fall, finance-oredor äfwen kunna göras	Stockholm	1771	NA	NA	1	2	
8908	fennica	NA	Kongl. Åbo hofrätts universaler, som 	Kongl. Åbo hofrätts universaler, som ifrån och med den 26. martii åhr 1736. til och med innewarande åhr 1750. utgifne och til trycket befordrade, samt nu å nyo efter åstundan, och högbemälte rätts thertil lämnade bifall uplagde äro af actuarien thersammastädes Georg Gust. Salonius	Turku	1750	NA	NA	1	1	
113236	kungliga	NA	Kongl. Åbo hofrätts universaler, som 	Kongl. Åbo hofrätts universaler, som ifrån och med den 26. martii åhr 1736. til och med innewarande åhr 1750. utgifne och til trycket befordrade, samt nu ånyo efter åstundan, och högbemälte rätts thertil lämnade bifall uplagde äro af	Turku	1750	NA	NA	1	2	potentially remove
9034	fennica	Frosterus, Johannes Abrahami	Jumalan pyhästä laista	Jumalan pyhästä laista	Turku	1787	NA	NA	1	1	
213698	kungliga	Frosterus, Johan	Jumalan pyhästä laista	Jumalan pyhästä laista	Turku	1787	NA	NA	1	2	potentially remove
9059	fennica	Frese, Jacob	Andelige och werldslige dikter, författade 	Andelige och werldslige dikter, författade och i ordning sammanbragte a:o MDCCXXIV. af Jacob Frese	Stockholm	1726	NA	NA	1	1	potentially remove
131363	kungliga	Frese, Jacob	Andelige och werldslige dikter, författade 	Andelige och werldslige dikter, författade och i ordning sammanbragte A:o MDCCXXIV. Af Jacob Frese. Stockholm, tryckt uti det kongl. tryckeriet åhr 1726. =1- 2=	Stockholm	1726	NA	NA	1	2	
131364	kungliga	Frese, Jacob	Andelige och werldslige dikter, författade 	Andelige och werldslige dikter, författade och i ordning sammanbragte Ao MDCCXXIV. Af Jacob Frese. Stockholm, tryckt uti det kongl. tryckeriet åhr 1726. =1- 2=	Stockholm	1726	NA	NA	1	3	
131365	kungliga	Frese, Jacob	Andelige och werldslige dikter, författade 	Andelige och werldslige dikter, författade och i ordning sammanbragte o MDCCXXIV. Af Jacob Frese. Stockholm, tryckt uti det kongl. tryckeriet åhr 1726. =1- 2=	Stockholm	1726	NA	NA	1	4	
9060	fennica	Frese, Jacob	Kårta sede-läror och sede-tillämpningar, författade 	Kårta sede-läror och sede-tillämpningar, författade a:o MDCCXXVI. af Jacob Frese	Stockholm	1726	NA	NA	1	1	potentially remove
131366	kungliga	Frese, Jacob	Kårta sede-läror och sede-tillämpningar, författade 	Kårta sede-läror och sede-tillämpningar, författade A:o MDCCXXVI. Af Jacob Frese	Stockholm	1726	NA	NA	1	2	
9066	fennica	Horn, Claes Fredric	Stunder i mitt fängelse, ödmjukast 	Stunder i mitt fängelse, ödmjukast tilägnade hans excellence m.m. högvälborne herr grefve Jan Gabr. Oxenstierna	Turku	1792	NA	NA	1	1	
132150	kungliga	Horn, Clas Fredric	Stunder i mitt fängelse, ödmjukast 	Stunder i mitt fängelse, ödmjukast tilägnade ... Jan Gabr. Oxenstierna./(C.F. Horn.) Åbo, tryckte i Frenckellska boktryckeriet 1792	Turku	1792	NA	NA	1	2	potentially remove
9085	fennica	Ståhlberg, Israe¨l	En christens flyttning ur tiden 	En christens flyttning ur tiden i evigheten och därpå följande saliga tilstånd; skalde-qväde med exegetiske anmärkningar, af Israe¨l Ståhlberg, comminister	Stockholm	1792	NA	NA	1	1	potentially remove
134295	kungliga	Ståhlberg, Israel	En christens flyttning ur tiden 	En christens flyttning ur tiden i evigheten och därpå följande saliga tilstånd; skalde-qväde med exegetiske anmärkningar, af Israël Ståhlberg ... Stockholm, tryckt hos Johan A. Carlbohm, 1792	Stockholm	1792	NA	NA	1	2	
9086	fennica	Ståhlberg, Israe¨l	Christi lidande i Gethsemane, af 	Christi lidande i Gethsemane, af Israel Ståhlberg, comminister	Stockholm	1790	NA	NA	1	1	potentially remove
129140	kungliga	Ståhlberg, Israel	Christi lidande i Gethsemane, af 	Christi lidande i Gethsemane, af Israel Ståhlberg ... Stockholm, tryckt hos Johan Arvid Carlbohm, 1790	Stockholm	1790	NA	NA	1	2	
9093	fennica	Choraeus, Michael	Om könets domsrätt öfver det 	Om könets domsrätt öfver det sköna	Turku	1800	NA	NA	1	1	
109301	kungliga	Choraeus, Michael	Om könets domsrätt öfver det 	Om könets domsrätt öfver det sköna. Tal den 24 januarii 1800, då Musikaliska sällskapet i Åbo firade sin elfte årliga högtidsdag hållet af Michael Choræus. Åbo, 1800, tryckt hos J.C. Frenckell	Turku	1800	NA	NA	1	2	potentially remove
9751	fennica	Bonsdorff, Gabriel Von	Plan til en physiographisk och 	Plan til en physiographisk och oeconomisk sockne-beskrifning	Turku	1798	NA	NA	1	1	
139843	kungliga	Bonsdorff, Gabriel Von	Plan til en physiographisk och 	Plan til en physiographisk och oeconomisk sockne-beskrifning, lämpad efter orternes läge och häfd i storfurstendömet Finland; til kongl. finska hushålls- sällskapets granskning och bruk öfverlämnad af Gabriel Bonsdorff. Åbo, tryckt i	Turku	1798	NA	NA	1	2	potentially remove
9753	fennica	Hellens, Carolus Nicolaus Von	Korrt sammandrag af de råd 	Korrt sammandrag af de råd och upgifter	Turku	1799	NA	NA	1	1	
112095	kungliga	Hellens, Carl Niclas Von	Korrt sammandrag af de råd 	Korrt sammandrag af de råd och upgifter, som tid efter annan blifvit kungjorde til underrättelse för landtmannen, huru han vid förefallande foderbrist, säkrast kan och bör rädda sin boskap ifrån svält och en hotande undergång. Utgifvet	Turku	1799	NA	NA	1	2	potentially remove
9758	fennica	NA	Kongl. finska hushållnings-sällskapet, den 1 	Kongl. finska hushållnings-sällskapet, den 1 november 1800	Turku	1800	NA	NA	1	1	
112070	kungliga	NA	Kongl. finska hushållnings-sällskapet, den 1 	Kongl. finska hushållnings-sällskapet, den 1 november 1800. Åbo, tryckt hos Johan Ch. Frenckell	Turku	1800	NA	NA	1	2	potentially remove
9767	fennica	Gadolin, Jacobus	Välment fråga: om icke förslag 	Välment fråga: om icke förslag til ledige präste-syslor, likasom de civile- och militariske-ämbeten, efter visse utstakade reglor kunde och borde uprättas? Til den ovälduga allmänhetens eftersinnande framstäld	Stockholm	1762	NA	NA	1	1	potentially remove
113103	kungliga	Gadolin, Jacob	Välment fråga: om icke förslag 	Välment fråga: om icke förslag til ledige präste-syslor, likasom de civile och militariske ämbeten, efter visse utstakade reglor kunde och borde uprättas? Til den ovälduga allmänhetens eftersinnande framstäld. =Anon=. Stockholm, tryckt	Stockholm	1762	NA	NA	1	2	
113104	kungliga	Gadolin, Jacob	Välment fråga: om icke förslag 	Välment fråga: om icke förslag til ledige präste-syslor, likasom de civile- och militariske-ämbeten, efter visse utstakade reglor kunde och borde uprättas? Til den ovälduga allmänhetens eftersinnande framstäld. =Anon=. Stockholm, tryckt	Stockholm	1762	NA	NA	1	3	
9793	fennica	Torpensis, Petrus Petri	Tijo nya andeligha wijsor	Tijo nya andeligha wijsor	Stockholm	1641	NA	NA	1	1	potentially remove
176294	kungliga	Torpaeus, Petrus Petri	Tijo nya andeligha wijsor	Tijo nya andeligha wijsor	Stockholm	1641	NA	NA	1	2	
10074	fennica	Mollerus, Arvidus Christiani	Planctus, quo regium funus potentissimi 	Planctus, quo regium funus potentissimi ... monarchae, Caroli XI:mi Svecorum, Gothorum, Vandalorumque regis, magni principis Finlandiae, ducis Scaniae, Estoniae, Livoniae, Careliae, Brehmae, Verdae, Stetini Pomeraniae, Cassubiae et Vandaliae, principis Rugiae, domini Ingriae et Wismariae ... regali pompa & mangificentia Holmiae in aede Ridderholmensi d. 24 novembris anno 1697. humo mandatum, in auditorio majori Regiae Gustavo-Carolinæ Academiae, quae tunc Dorpati in Livonia florebat, postridie ejus diei hor. pom. 2. prosecutus est Arvidus Moller	Lund	1738	NA	NA	1	1	potentially remove
132408	kungliga	Moller, Arvid	Planctus, quo regium funus potentissimi 	Planctus, quo regium funus potentissimi ... monarchæ, Caroli XI:mi svecorum, gothorum, vandalorumque regis, magni principis Finlandiæ, ducis Scaniæ, Estoniæ, Livoniæ, Careliæ, Brehmæ, Verdæ, Stetini Pomeraniæ, Cassubiæ et Vandaliæ, principis	Lund	1738	NA	NA	1	2	
10240	fennica	Johansson, Lasse	Helicons blomster, plåckade ok wid 	Helicons blomster, plåckade ok wid åtskillige tillfällen utdelte af Lucidor den Olyklige det är alle de potiske skrifter, som författade blefue af Lasse Johanson. Med flit samblade ok uti et litet wärk uplagde cum gratia & privilegio Sacr. Reg. Majest. Sveciae	Stockholm	1688	NA	NA	1	1	potentially remove
174039	kungliga	Lucidor	Helicons blomster, plåckade ok wid 	Helicons blomster, plåckade ok wid åtskillige tillfällen utdelte af Lucidor den olyklige det är alle de poëtiske skrifter, som författade blefue af Lasse Johanson .	Stockholm	1688	NA	NA	1	2	
10987	fennica	Achrenius, Anders	Wälment och enfaldigt råd til 	Wälment och enfaldigt råd til den förfallna christendomens uphjelpande och det allmänna bästas befordrande. I anledning af Inrikes tidningen n:o 69, år 1792 och n:o 15, 1793. Författadt af Anders Achrenius kyrkoherde i Nousis och Åbo stift	Falun	1794	NA	NA	1	1	potentially remove
137739	kungliga	Achrenius, Anders	Wälment och enfaldigt råd til 	Wälment och enfaldigt råd til den förfallna christendomens uphjelpande och det allmänna bästas befordrande. I anledning af Inrikes tidningen n:o 69, år 1792 och n:o 15, 1793. Författadt af Anders Achrenius ... Falun, tryckt hos Pehr Ol. Axmar, 1794	Falun	1794	NA	NA	1	2	
11103	fennica	Chydenius, Anders	Välment svar, på en välment 	Välment svar, på en välment fråga: om icke förslag til ledige präste syslor, lika som de civile och militariske ämbeten, efter visse utstakade reglor kunde och borde uprättas	Stockholm	1765	NA	NA	1	1	potentially remove
113099	kungliga	Chydenius, Anders	Välment svar, på en välment 	Välment svar, på en välment fråga: om icke förslag til ledige präste syslor, lika som de civile och militariske ämbeten, efter visse utstakade reglor kunde och borde uprättas? =Anon=. Stockholm, tryckt hos direct. Lars Salvius. 1765	Stockholm	1765	NA	NA	1	2	
11110	fennica	Ignatius, Bengt Jacob	Sanna och falska christnas kännetekn, 	Sanna och falska christnas kännetekn, eller en lefwande och död christendom, til deras olika art och beskaffenhet, enligt Guds heliga ord förestälde af kyrkoherden mag. Bengt Jacob Ignatius, såsom swar på bruks-patron Nils Södergrens pris-fråga	Falun	1797	NA	NA	1	1	potentially remove
125818	kungliga	Ignatius, Bengt Jacob	Sanna och falska christnas kännetekn, 	Sanna och falska christnas kännetekn, eller En lefwande och död christendom, til deras olika art och beskaffenhet, enligt Guds heliga ord förestälde af kyrkoherden mag. Bengt Jacob Ignatius, såsom swar på bruks-patron Nils Södergrens pris-fråga. Fahlun, tryckt hos Pehr Ol. Axmar, 1797	Falun	1797	NA	NA	1	2	
11117	fennica	Nordenskiöld, August	Församlings formen uti det Nya 	Församlings formen uti det Nya Jerusalem, af August Nordenskjöld Jesu Christi ringaste tiänare	Copenhagen	1790	NA	NA	1	1	
136535	kungliga	Nordenskiöld, August	Församlings formen uti det Nya 	Församlings formen uti det Nya Jerusalem, af August Nordenskjöld ... Kjöpenhamn, 1790. Trykt hos Johann Rudolph Thiele	Copenhagen	1790	NA	NA	1	2	potentially remove
11118	fennica	NA	Försök til öfwersättning af de 	Försök til öfwersättning af de senare sex capitlen utaf Daniels prophetia. Med bifogade anmärkningar	Stockholm	1798	NA	NA	1	1	potentially remove
125102	kungliga	NA	Försök til öfwersättning af de 	Försök til öfwersättning af de senare sex capitlen utaf Daniels prophetia. Med bifogade anmärkningar	Stockholm	1798	NA	NA	1	2	
11119	fennica	NA	Försök til öfversättning af Pauli 	Försök til öfversättning af Pauli bref til hebreerne, jämte några anmärkningar	Uppsala	1798	NA	NA	1	1	potentially remove
125090	kungliga	NA	Försök til öfversättning af Pauli 	Försök til öfversättning af Pauli bref til hebreerne, jämte några anmärkningar	Uppsala	1798	NA	NA	1	2	
11232	fennica	NA	Det a la modiske paret, 	Det a la modiske paret, förestält uti et samtal emellan en herre och fru	Turku	1768	NA	NA	1	1	
131891	kungliga	Nordenflycht, Hedvig Charlotta	Det a la modiske paret, 	Det a la modiske paret, förestält uti et samtal emellan en herre och fru. =Anon=. Tryckt i Åbo 1768. [Frenckellska boktryckeriet.	Turku	1768	NA	NA	1	2	potentially remove
11375	fennica	Forsius, Sigfridus Aronus	Almanah eller Dagharäkning, ... til 	Almanah eller Dagharäkning, ... til åhr Christi MDCXVIII til Stockholms horizont, medh flijt räknat, iudiceret, och stält aff Sigfrido Arono Forsio	Stockholm	1617	NA	NA	1	1	potentially remove
173363	kungliga	Forsius, Sigfrid Aron	Almanah eller Dagharäkning, ... til 	Almanah eller Dagharäkning, ... til åhr Christi MDCXVIII	Stockholm	1617	NA	NA	1	2	
11380	fennica	Kexlerus, Simon Svenonis	Almanach, på thet åhret efter 	Almanach, på thet åhret efter wår Herres och Frelsares Jesu Christi födelse, M. DC. L. til the orter, som andre sidan på bladet vthwijser, practicerat och stält aff m. Simone Sven. Kexlero, in Acad. Aboe¨nsi mathem. professore	Turku	1649	NA	NA	1	1	
176845	kungliga	Kexlerus, Simon Svenonis	Almanach, på thet åhret efter 	Almanach, på thet åhret efter ... Christi födelse, M.DC.L. ...	Turku	1649	NA	NA	1	2	potentially remove
11413	fennica	Bock, Michael	En lithen örtegård för the 	En lithen örtegård för the krancke och bedröfwade siäler. Thervthinnan man finnandes warder månge sköne wälluchtandes krydder, genom hwilke een bedröffuat siäl, j allehanda bedröfwelse siukdoom och swagheet må hughswalat och tröstat warda. Sampt een trösteligh vnderwijsning, huru een menniskia i förfölielsens och marternings tijdh sigh trösta kan. Genom. m. Michaelem Bock. Men nu vthtolkat och vthgången af Erico Erici Helsingio. På egen bekostning	Stockholm	1608	NA	NA	1	1	potentially remove
172542	kungliga	Bock, Michael	En lithen örtegård för the 	En lithen örtegård för the krancke och bedröfwade siäler	Stockholm	1608	NA	NA	1	2	
11446	fennica	Scriver, Christian	Ymnig tröste-skatt uti armod och 	Ymnig tröste-skatt uti armod och fattigdom, hwilken sal. m. Christian Scriver, senior och pastor i Magdeburg, och sedan furstl. saxisk öfwer-hof-predikant hafwer infattat i sin siäle-skattz fiärde deel. Nu meera, jämte samma berömlige lärares Enckie-tröst, af tyska språket öfwersatt i thetta hårda sorge-åhr 1697	Turku	1697	NA	NA	1	1	
175869	kungliga	Scriver, Christian	Ymnig tröste-skatt uti armod och 	Ymnig tröste-skatt uti armod och fattigdom	Turku	1697	NA	NA	1	2	potentially remove
11454	fennica	Hordelius, Bartholdus Johannis	Twå schöna psalmer	Twå schöna psalmer	Stockholm	1642	NA	NA	1	1	potentially remove
175418	kungliga	NA	Twå schöna psalmer	Twå schöna psalmer	Stockholm	1642	NA	NA	1	2	
11461	fennica	Forsius, Sigfridus Aronus	Andelige psalmer och wijsor	Andelige psalmer och wijsor	Stockholm	1614	NA	NA	1	1	potentially remove
173382	kungliga	Forsius, Sigfrid Aron	Andelige psalmer och wijsor	Andelige psalmer och wijsor	Stockholm	1614	NA	NA	1	2	
11478	fennica	Soterus, Henricus Torstani	Svecia, siue de Suecorum regis 	Svecia, siue de Suecorum regis dominiis et opibus. Commentarius politicus	Leiden	1631	NA	NA	1	1	
176167	kungliga	NA	Svecia, siue de Suecorum regis 	Svecia, siue de Suecorum regis dominiis et opibus. Commentarius politicus	Leiden	1631	NA	NA	1	2	potentially remove
11479	fennica	Soterus, Henricus Torstani	Svecia, siue de Suecorum regis 	Svecia, siue de Suecorum regis dominiis et opibus. Commentarius politicus	Leiden	1633	NA	NA	1	1	
176168	kungliga	NA	Svecia, siue de Suecorum regis 	Svecia, siue de Suecorum regis dominiis et opibus. Commentarius politicus	Leiden	1633	NA	NA	1	2	potentially remove
11960	fennica	Gezelius, Johannes	Yxi paras lasten tawara	Yxi paras lasten tawara	Stockholm	1687	NA	NA	1	1	potentially remove
172330	kungliga	NA	Yxi paras lasten tawara	Yxi paras lasten tawara	Stockholm	1687	NA	NA	1	2	
11962	fennica	Gezelius, Johannes	Ett rätt barna-klenodium	Ett rätt barna-klenodium	Turku	1666	NA	NA	1	1	
172329	kungliga	NA	Ett rätt barna-klenodium	Ett rätt barna-klenodium	Turku	1666	NA	NA	1	2	potentially remove
11981	fennica	Terserus, Johannes Elai	Spörsmåls book öfwer catechismum sampt 	Spörsmåls book öfwer catechismum sampt medh Lutheri förklaring	Linköping	1673	NA	NA	1	1	potentially remove
176240	kungliga	Terserus, Johannes Elai	Spörsmåls book öfwer catechismum sampt 	Spörsmåls book öfwer catechismum sampt medh Lutheri förklaring	Linköping	1673	NA	NA	1	2	
12025	fennica	Spangenberg, Wolfhart	Gåås kong	Gåås kong	Stockholm	1619	NA	NA	1	1	potentially remove
175960	kungliga	Spangenberg, Wolfhart	Gåås kong	Gåås kong	Stockholm	1619	NA	NA	1	2	
12028	fennica	Wexionius, Olof Olofsson	Sinne-Afwel	Sinne-Afwel	Gothenburg	1684	NA	NA	1	1	potentially remove
176751	kungliga	Wexionius, Olof	Sinne-Afwel	Sinne-Afwel	Gothenburg	1684	NA	NA	1	2	
12271	fennica	Schefferus, Johannes Johannis	Histoire de la Laponie, sa 	Histoire de la Laponie, sa description, l'origine, les moeurs, la maniere de vivre de ses habitans, leur religion, leur magie, & les choses rares du pai¨s. Avec plusieurs additions [et] augmentations fort curieuses, qui jusques-icy n'ont pas este´ imprime´es. Traduites du latin de Monsieur Scheffer. Par L. P. A. L. geographe ordinaire de Sa Majeste´	Paris	1678	NA	NA	1	1	
175797	kungliga	Schefferus, Johannes	Histoire de la Laponie, sa 	Histoire de la Laponie, sa description, l'origine, les moeurs, la manière de vivre de ses habitans, leur religion, leur magie, & les choses rares du païs. Avec plusieurs additions & augmentations fort curieuses qui jusques-icy n'ont pas esté imprimées. Traduites du Latin de Monsieur Scheffer par L. P. A. L. .	Paris	1678	NA	NA	1	2	potentially remove
12273	fennica	Schefferus, Johannes Johannis	The history of Lapland wherein 	The history of Lapland wherein are shewed the original manners, habits, marriages, conjurations, &c. of that people. Written by John Scheffer, professor of law and rhetoric at Upsal in Sweden	Oxford	1674	NA	NA	1	1	potentially remove
175795	kungliga	Schefferus, Johannes	The history of Lapland wherein 	The history of Lapland wherein are shewed the original, manners, habits, marriages, conjurations, &c. of that people. Written by John Scheffer, .	Oxford	1674	NA	NA	1	2	
12279	fennica	Forsius, Sigfridus Aronus	Een berättelse, och eenfallight judicium, 	Een berättelse, och eenfallight judicium, om then cometen som nw i thetta åår M DC VII. j septembri och octobri månader, j 34. daghar widh pass syntes, och ännw til är: ther aff man förnimma kan, hwadh cometer äre til theres substantz och warelser: huru monge slags the äre: hwar aff the förorsakas, och vptändas: och hwadh the betydha och werka: allom fromom och gudhfruchtigom til vnderwijsning och bootförmaning. Vthsatt aff Sigfrido Arono Forsio	Stockholm	1607	NA	NA	1	1	potentially remove
173369	kungliga	Forsius, Sigfrid Aron	Een berättelse, och eenfallight judicium, 	Een berättelse, och eenfallight judicium, om then cometen som nw j thetta åår M DC VII. j septembri och octobri månader, j 34. daghar widh pasz syntes, och ännw til är: Ther aff man förnimma kan, hwadh cometer äre til theres substantz och warelser: huru monge slags the äre: hwar aff the förorsakas och vptändas: och hwadh the betydha och werka: allom fromom och gudfruchtigom til vnderwijsning och bootförmaning. Vthsatt aff Sigfrido Arono Forsio	Stockholm	1607	NA	NA	1	2	
12280	fennica	Forsius, Sigfridus Aronus	En liten vnderwijsning, och itt 	En liten vnderwijsning, och itt enfallighit judicium, om någre cometer, som i thenne näst föregångne ååren seedde äre, i synnerheet om thenne sijdzste, som i näst förledne åår, ifrå then 19. novembr. in til then 15. decembr. Aff migh Sigfrido Arono F. R. astr.observerade	Stockholm	1619	NA	NA	1	1	potentially remove
173371	kungliga	Forsius, Sigfrid Aron	En liten vnderwijsning, och itt 	En liten vnderwijsning, och itt enfallighit judicium, om någre cometer, som i thenne näst föregångne ååren seedde äre, i synnerheet om thenne sijdzste, som i näst förledne åår, ifrå then 13. novembr. in til then 15. decembr.	Stockholm	1619	NA	NA	1	2	
12284	fennica	Forsius, Sigfridus Aronus	Prognosticon astrologicvm eller stiernonas betydhande 	Prognosticon astrologicvm eller stiernonas betydhande j allahanda tilkommande hendelser j luften, och nedhre på jordenne, på the fyra åårsens tijdher, till thet åår effter Frelsermannens Jesu Christi nåderijka födhelse. M DC X. Som är ifrå werldennes skapelse 5572. Efter Alphonsi räkning 8592. Efter thet ryska åårtalet 7118. Sampt til någhre flere effterföliande åhr, aff naturlighe orsakers grund, och then edle stiernekonsten, medh slijt sammanhämptat, judiceret och framstält aff Sigfrido Arono Forsio	Stockholm	1609	NA	NA	1	1	potentially remove
