publication_year	author	title	publisher
1722	Rhyzelius, Andreas Olavi (1677-1761)	Oförgripelig prediko-delning öfwer Jesu pinos och döds historia; then hederwerda Gudz försambling vti Linköpings stad til wälment anledning, vnderwisning och vpmuntring, at med nöge och nytto oförsummeligen bewista samma predikningar	NA
1757	Rhyzelius, Andreas Olavi (1677-1761)	Andreæ Ol. Rhyzelii ... Judas explicatus thet är apostelens Judæ Thaddæi epistel, vti tiugu fyra predikningar, hållna för Stora kyrkions församling i Stockholm, på friddagarna, ifrå d. 1. julii, til d. 30 decembr. år 1715; således afhandlad, at jämte textens förklaring, med lärdomar, förmaningar, bestraffningar och tröster är wisadt, thet thenne epistel är en af Gudi vtgifwen skrift, nyttig til lärdom, til straff, til bätring, til tuchtan i rettfärdighet, at en menniskia kan theraf blifwa fullbordad, til alla goda giärningar skickelig, 2. Tim. III:16,17. Register äro ock tillagde	NA
1736	Rhyzelius, Andreas Olavi (1677-1761)	H.ošaen hammišpat. i.e. Pectorale judicii christianorum judicum, duodecim /ut Aaronicum olim gemmis exod. 28:17, seqq./ compositum virtutibus judicialibus, quæ totidem, ad ductum selectorum s. scripturæ textuum, proponuntur & explicantur concionibus; in aliquem eorum usum, qui forenses seu judiciales conciones habere tenentur; cum concione supernumerariâ & indicibus, conscripsit Andreas Ol. Rhyzelius ... anno 1736	NA
1746	Trysén, Petrus (1689-1771)	Catechismologia erotematico-cryptica. Eller Predikningar öfwer d. Lutheri lilla cateches, i hwilka d. Swebilii spörsmål hemligen innehollas, med sina swar och bibliska språk, hwar med swaren bestyrkas, samt fortsettning med lika arbete	NA
1823	Hammarström, Eric (1750-1813)	Tal till dem, som första gången skola begå den heliga nattwarden. =(Rubr.) Anon=. (Linköping, 1823; Axel Petre.	NA
1770	Kernell, Per (1728-1821)	En christens nödwändiga plickt at känna sig sjelf: uti en enfaldig predikan förestäld för Åsbo församling år 1768, uppå den fjerde söndagen i adwentet. Af Pet. Kernell ... Linköping, tryckt hos Biörckegrens enka, år 1770	NA
1757	Maurin, Eric Gudmundi (1711-1767)	Tre menniskio-barnas- och tillika, tre Swea-barnas besynnerlige skrif- och minneswärde dagar; vti en christelig aftonsångs-predikan, i anledning af tilförordnade text Hesech. 24. v. 2. vppå then i nåder anbefalta extraordinaira böne	NA
1755	Pontin, Magnus Constans (1726-1797)	En af Jesu sökt och igenfunnen syndare, förestäld, vti högmäszo-predikan, på tredje söndagen efter trinitatis, i Linköpings domkyrkio, och efter mongas åstundan til at genom trycket komma i allmänheten af mag. Magnus Constans Pontin	NA
1761	Sommelius, Magnus (1721-1769)	Trenne hufwud-orsaker, hwarföre man kan anse döden såsom en wälgörare, uti en cristelig [!] högmäszo-predikan öfwer evangelium på XVI. söndagen efter hel. trefallighets dag år 1756, i s:t Olofs, eller stadsens stora kyrka, så wäl som	NA
1789	Westerstrand, Jonas (1744-1791)	Guds barns utsäde i tårar, och skörd i glädje, förestäldt uti en christelig predikan, på tredje söndagen efter påsk, år 1788, uti Ukna kyrka. Af Jonas Westerstrand ... Linköping, tryckt hos Fredric Schonberg och Björckegrens enka, år	NA
1804	Dubb, Jonas (1739-1823)	Det förskräckligt brotsliga och vådeliga i falska eder. Förestäldt i en predikan hållen i Linköpings domkyrka 1804 af Jon. Dubb ... Linköping Groth och Petre	NA
1805	Ekmanson, Carl Gustaf (1744-1812)	En christelig prof-predikan om Guds röst till syndaren: gör räkenskap! Och syndarens swar till Gud: Herre haf tålamod med mig jag will allt betala dig! Förestäld uti St. Åby kyrka, på tjuguandra söndagen efter hel. treenighets söndag	NA
1800	Jedeur, Thomas (1739-1815)	Hwarföre wår frälsare blifwer många människor til fall, afhandladt inför deras kongl. majestäter, uti en christelig predikan, annan dag pingest, i Norrköping den 2 junii 1800. Och på allernådigste befallning, til trycket lämnadt af Thomas	NA
1815	Sundelius, Carl Eric (1766-1847)	Tal, wid tacksägelsen för det återställda frids-lugnet år 1814. Hållit för Åtvids församling af Carl Eric Sundelius. ... Linköping 1815, Petre och Abrahamsson	NA
1719	Rudén, Thorsten (1661-1729)	Krönings predikan wid hennes kongl. may:tz den stormächtigste drotningz Ulricæ Eleonoræ Sweriges, Göthes och Wändes etc. etc. etc. aldranådigste drotningz högtijdeliga krönings-act, som skedde i Upsala domkyrkia, åhr 1719 den 17 martij	NA
1719	Walldorf, Jacob (1674-1728)	Ödmiuk klage-skrifft och afböön hos det heliga gudomeliga maijestätet ingifwen, då Sweriges inbyggare en bitter gråto-dag beginge efter then i lifstiden stormächtigste, nu i odödelig åminnelse glorwyrdigste herre och konung, herr Carl	NA
1753	Sivers, Henric Jacob (1709-1758)	Ett tal, i anledning af psalm. 45. v. 14, 15. Wid tacksägelsen för hennes kongl. majestets, wår allernådigsta drottnings lyckeliga förloszning med hennes kongl. höghet, printseszan Sophia Albertina, som skedde then 8 octobr. 1753. Hollit	NA
1800	Lindblom, Jacob Axelsson (1746-1819)	Predikan wid deras kongl. majestäters konung Gustaf IV Adolphs och drottning Fredrica Dorothea Wilhelminas höga kröning, i Norrköping den 3 april 1800. Af Jac. Ax. Linblom ... Linköping, i kongl. gymn. boktryckeriet	NA
1818	Törnblom, Johan (1769-1834)	Predikan på klagodagen efter konung Carl den XIII den 29 april 1818. Hållen i Carls kyrka uti Oppeby socken af Johan Törnblom ... Linköping, 1818; Petre och Abrahamsson	NA
1746	Sivers, Henric Jacob (1709-1758)	Zions barns glädje öfwer sin konung, i anledning af söndagens Jubilate euangeliô, Joan. 16:16 sequ. Wid en christelig orgelwerks wigning, vti Tryserums kyrkio, vnder en högförnäm och folkrik församlings öfwerwaro, d. 20 april. år 1746	NA
1754	Sivers, Henric Jacob (1709-1758)	Kyrkio-klockor, såsom Gudi behageliga, nödwändiga och nyttiga, i anledning af psalm. 150:5. år 1754 then 7 julii, vti en klocke-predikan, tå första gången ringdes, vti Tryserum, med thes omgutna största klocka, för en ansenlig och folkrik	NA
1794	Wong, Olof (1732-1793)	De stora ting Gud gjort och gör med osz til wår salighet; förestäldte då Wikingstads kyrka inwigdes på 14 sönd. efter tref. d. 28 aug. 1785, uti en christelig predikan af Olof Wong ... Linköping, 1794, tryckt hos G.W. Londicer och Björckegrens	NA
1757	Rhyzelius, Andreas Olavi (1677-1761)	Encænia Åbyana. Thet är Åby nya kyrkjos inwigning, bestående I. Af inwignings-talet, hållet för altaret, hwarvti både kyrkjan och sakristian blefwo, i anledning af thet seraphiniska vtrop Esa. cap. 6:3. Herranom Gudi helgade til christeliget	NA
1794	Sefvelin, Anders (1741-1816)	Predikan om det dyra salighetens ord, i anledning af 2 Tim. 3. v. 16, på första prästmöts-dagen i Linköping d. 10 sept. 1793. Af mag. Anders Sefvelin ... Linköping, tryckt hos G.W. Londicer och Björckegrens enka	NA
1793	Laurenius, Per (1758-1822)	Den af hjertat vis är, han annamar buden, enfaldigt förestäldt i en christelig predikan, på tredje prestmötes-dagen, uti Linköpings domkyrka d. 12 september 1793, och på begäran til trycket lemnad af Petr. Laurenius ... Linköping, tryckt	NA
1794	Nicolai, Ragvald (1754-1798)	Oratio parentalis in obitum viri, dum vixit, magnæ in s.r. maj. fidei ... Car. Jesp. Benzelii, dioeces. Stregnes. episcopi ... coram synodo cleri ostrogothici die XI sept. anni MDCCXCIII, in auditorio gymn. Lincop. majori, dicta a Ragvaldo	NA
1794	NA	Predikningar och åminnelse-tal, hållne vid prestmötet i Linköping, 1793. [Linköping, G.W. Londicer och Björckegrens änka, 1794.	NA
1755	Sivers, Henric Jacob (1709-1758)	En bedröfwelig syn wid domare-säten vnder solene, af Salomos predikares cap. 3. v. 16. Vti tings-predikan för then lofliga häradsrätten vti Tjust och en anseenlig församling, vti gamla Westerwiks kyrkio, år 1755 d. 3 junii. enfaldeligen	NA
1761	Wadsberg, Jonas (1728-1770)	Fromhet och rätt, såsom grunden til ett folks wälgång: i anledning af texten psalm. 37. och 37. vers uti en christelig sessions-predikan enfaldigt förestäldt i Wadstena stadskyrkja, den 28. januarii 1761. Och efter wällofliga magistratens	NA
1803	åström, Johan (1767-1844)	Tal, i afledne grosshandlaren, herr Christian Heitmüllers graf, å Hedvigs kyrkogård i Norrköping; hållet den 19 novemb. 1802, af Johan Åström ... Linköping, Groth och Petre, 1803	NA
1828	Wirén, Carl (1799-1850)	Tal, hållit wid nya psalmbokens antagande, i Dalhems församling, kyndersmäszodagen, år 1828, af Carl Wirén ... På fleres af församl. begäran till trycket befordradt. Linköping 1828; Axel Petre	NA
1768	NA	Utslag. =(Rubr.) S. impr.=	NA
1760	NA	Then swenska psalm-boken, med the stycker, som ther til höra, och på följande sida uptkenade [!] finnas, uppå kongl. maj:ts nådigsta befallning, år M.DC.XCV. öfwersedd, samt nu efter hans kongl. maj.ts sednare nådigsta resolution	NA
1763	NA	Then swenska psalm-boken, med the stycker, som ther til höra, och på följande sida upteknade finnas. Uppå kongl. maj:ts nådigste befallning, år 1695. öfwersedd, och nödtorfteligen förbättrad. Linköping, tryckt hos afl. Biörckegrens enka	NA
1782	Esse, Anders Erici (1737-1810)	Wigtiga frågor i christendomen för samwetet at beswara, förestälde i Adolph Fredrichs kyrka wid Södra Wi, på 12:te söndagen efter trinitatis 1781, och på begäran öfwerlemnade til trycket af mag. Andr. Er. Esse ... Linköping, tryckte	NA
1781	Esse, Anders Erici (1737-1810)	Den oförsummeliga christendoms plikten at förlåta dem osz skyldige äro såsom Gud förlåter osz wåra skulder. Förestäld i en christelig predikan på 22 treenighets söndagen 1779. I Wimerby stads kyrka af mag. A. Esse. ... Linköping, tryckt	NA
1779	Esse, Anders Erici (1737-1810)	Trogna själars råd under Guds pröfwande nåd, förestäldt uti en christelig högmäszo-predikan, tredje stora bönedagen, 1778, i Linköpings domkyrka, af mag. A. Esse ... Linköping, tryckt hos Biörckegrens enka, 1779	NA
1799	Kasteman, Nils Olof (1769-1800)	De ogrundade ursäkter, som christne på wår tid wanligast anföra, wid deras brister i christendomens kunskap och utöfning, framställde i en christelig prof-predikan, andra söndagen efter trinit. 1799, uti St. Hedvigs kyrka i Norrköping	NA
1799	åström, Johan (1767-1844)	Granskning af den phariseiska rättfärdigheten. Prof-predikan, hållen uti St. Hedvigs kyrka i Norrköping, öfwer evangel. å sjette söndagen efter trinit. den 30 junii 1799, af Johan Åström ... Linköping 1799, D.G. Björn	NA
1767	Tolstadius, Eric (1693-1759)	Predikan på andra söndagen efter påska, om then gode herden; år 1756, hållen uti Stockholm, af ... Eric Tolstadius, i S. Jacobs kyrka. Linköping, tryckt hos Biörckegrens enka, år 1767	NA
1765	Tolstadius, Eric (1693-1759)	Predikan på första söndagen efter trinitatis, år 1755. Hållen uti Stockholm, af ... Eric Tolstadius, i S. Jacobs kyrka. Linköping, tryckt hos afl. Biörckegrens enka, år 1765	NA
1765	Tolstadius, Eric (1693-1759)	Predikan på Mariae bebodelses- dag, år 1758. Hållen uti Stockholm, af ... Eric Tolstadius, i S. Jacobs kyrka. Linköping, tryckt hos afl. Biörckegrens enka, år 1765	NA
1765	Tolstadius, Eric (1693-1759)	Predikan på Mariae besökelse- dag, år 1758. Hållen uti Stockholm, af ... Eric Tolstadius, i S. Johannis kyrka. Linköping, tryckt hos afl. Biörckegrens enka, år 1765	NA
1765	Tolstadius, Eric (1693-1759)	Predikan på midfasto-söndagen, år 1757. Hållen uti Stockholm, af ... Eric Tolstadius, i S. Jacobs kyrka. Linköping, tryckt hos afl. Biörckegrens enka, år 1765	NA
1767	Tolstadius, Eric (1693-1759)	Predikan på 10. söndagen efter trinitatis, om Jerusalems förstöring; år 1758, hållen uti Stockholm, af ... Eric Tolstadius, i S. Jacobs kyrka. Linköping, tryckt hos Biörckegrens enka, år 1767	NA
1766	Tolstadius, Eric (1693-1759)	Predikan uppå 2. söndagen efter trinitatis, om den stora nattwarden, år 1756. Hållen uti Stockholm, af ... Eric Tolstadius, i S. Jacobs kyrka. Linköping, tryckt hos Biörckegrens enka, år 1766	NA
1766	Tolstadius, Eric (1693-1759)	Predikan uppå fastlags söndagen, om Jesu lidandes förkunnande, år 1756. Hållen uti Stockholm, af ... Eric Tolstadius, i S. Jacobs kyrka	NA
1792	åstrand, Johan (1752-1787)	Christeliga föräldrars bekymmerfulla owiszhet om deras barns framtid och ewighet, förestäld uti en christelig predikan midsommarsdagen 1784 af mag. Johan Åstrand ... och nu på några wänners begäran til trycket befordrad. Linköping, tryckt	NA
1818	Grewillius, Carl Abraham (1781-1858)	Christelig prädikan på nionde söndagen efter trinitatis hållen i Wadstena kyrka år 1818 af C.A. Grewillius. ... Linköping, 1818; Petre och Abrahamsson	NA
1802	Wimermark, Per Johan (1763-1828)	Prof-predikan, hållen uti Hjorteds kyrka, tredje söndagen efter trettondedagen, den 25 januarii 1801, af Per Johan Wimermark. ... Linköping, P.H. Groth. 1802	NA
1788	Dahlberg, Johan Peter (1750-1815)	Tal, hållit i Nyköpings wästra eller Nicolai kyrka den 10 augusti 1788, af Joh. Pet. Dahlberg ... Linköping, tryckt hos Fredrich Schonberg och Björckegrens enka 1788	NA
1788	Grandelius, Nils (1745-1834)	Upmuntrings-tal, i anledning af den ärorika seger, som swänska flottan vunnit d. 17 julii 1788. Hållit i Nyköpings stads östra församling, å allmänna tacksägelse-dagen, den 10 nästföljande augusti, af Nils Grandelius ... Linköping, tryckt	NA
1742	Rhyzelius, Andreas Olavi (1677-1761)	Sviogothiæ luctus publicus super præmaturâ morte augustissimæ, clementissimæ, & longùm eheu! Desideratissimæ reginæ suæ, Ulricæ Eleonoræ, quæ in dominô obierat d. 24 nov. ann. 1741, in primô anni sequentis pœnitentiali die scilicet	NA
1760	Rhyzelius, Andreas Olavi (1677-1761)	Prints Carls kyrkja, uti Östergöthland och Kinda härad, på säteriet Stjernwiks grund, genom commendeur-capitainens, herr Claes Diedrich Breitholtz anstalt, drift och omsorg, af Oppeby-sokneboar, med makalös lust, flit, arbete, samhelle	NA
1754	Rhyzelius, Andreas Olavi (1677-1761)	En nybyggd kyrkios inwigning med bönen och Guds ord, samt en kort predikan om kyrkions retta bruk, när Horns-församlings moder-kyrkia Lovisa, som i stellet för en offgammal, wid östra ändan af soknen belägen, trång och mörk trädkyrkio	NA
1753	Rhyzelius, Andreas Olavi (1677-1761)	=Aphierōsis= Landrydiana, thet är Landryds nya kyrkios inwigning, til ett Guds tabernakel ibland menniskiorna, eller, i Landryds församling, til lärarenas ordenteliga prediko-hus, och åhörarenas christeliga offer-hus, vnder offentelig	NA
1753	Rhyzelius, Andreas Olavi (1677-1761)	Admodum reverendo & præclarissimo viro ac domino, mag Petro Schenberg ... encænia templi, a sese instaurati, festinatô =tetrasicho= gr=A=tul=OR=. =(Rubr.)= (Lincopiæ d. 29 julii, ann 1753. [G. Biörckegren.] 	NA
1733	Rhyzelius, Andreas Olavi (1677-1761)	Christelig orgelwerks-inwigning, medelst thes helgande genom Guds ord och bönen, vti Linköpings domkyrkio, när på thes nya och herliga orgelwerk första gången spelades, vti högmeszo-predikan på dominicâ XIII p. trinit. eller then 19	NA
1752	NA	Christelig af Guds heliga ord sammandragen kors-schole- ordning, hwarvti tydeligen föreställes läran om the christtrognas kors, så at wisadt blifwer, hwad och hwadan thet är; huru thet bör emottagas och bäras; hwad Gud thermed menar	NA
1821	Rosenstein, Carl Von (1766-1836)	Oratio, qua synodum dioecesanam cleri ostrogothici, diebus XII, XIII et XIV septembr. anni MDCCCXX Lincopiae habitam, auspicatus est Carolus von Rosenstein ... Lincopiae, excudebant Petre et Abrahamsson; MDCCCXXI	NA
1822	Rosenstein, Carl Von (1766-1836)	Tal då prestmötet i Linköping den 14 september 1820 upplöstes af Carl von Rosenstein ... Linköping 1822 Petre och Abrahamsson	NA
1822	NA	Tal hållna vid prestmötet i Linköping år 1820. Linköping 1822 Petre och Arrahamsson [!	NA
1746	Zetterling, Peter (1703-1769)	Guds guddomeliga skick och ordning wid ägtenskapets instichtelse, så wäl i anseende til thes grundeliga inrettning, som oryggeliga bestånd, på första prästemöts-dagen d. 17 sept. år 1745, vti Linköpings domkyrkio, i anledning af förelagd	NA
1750	Stenhammar, Nils (1697-1768)	1749 års prästemöts predikan om höga öfwerhetens guddomeliga inrettning och christeliga förrettning, i anledning af texten Prov. 8:15, 16. Vti Linköpings-domkyrkio, hållen af ... Nicolao Stenhammar, på första prästemöts-dagen, som war then 5 septembr. Efter venerandi cleri diœcesani åstundan, vplagd med egen kostnad af Gabriel Biörckegren, Linköpings läns och stichts boktryckare	NA
1753	Cnattingius, Andreas (1711-1787)	Nödwändigheten af then h. andas bistånd för en rättskaffans bedjare, korteligen betrachtad, vti en enfaldig predikan, på tredje prästemöts-dagen i Linköpings-domkyrkio d. 13 septembris, år 1753, af Andreas D. Cnattingius ... Vplagd med	NA
1754	NA	1754 års prästemöts-predikningar, om nådawalet eller vtkorelsen til saligheten, med the lärdomar, som thertil höra, i anledning af förrvt föreskrefna texter, vti Linköpings-domkyrkio, wid årliget och offenteligit prästemöte, hållna och	NA
1756	NA	Then naturliga dödens vprinnelse, beskaffenhet och allmännelighet, och theremot the christtrognas tröst, af Guds heliga ord, grundeligen bewiste och förestälde, vti tre prästemöts-predikningar, i Linköpings-domkyrkio hållna d. 16, 17	NA
1759	NA	1758 års prästemöts-predikningar om the dödas upståndelse, hållna vti Linköpings domkyrkjo then 20. septembr. af mag. Carolo Erico Hallström ... och then 21. dito af dn. Nicolao Sam. Loenbom ... Vplagda i Linköping af afl. Biörckegrens	NA
1760	NA	1759 års prästemöts-predikningar. Then första, om yttersta domens ofelbara och wisza ankomst, efter herr biskopens doct. Andr. Ol. Rhyzelii befallning, hållen then 18 sept. uti Linköpings domkyrkio af mag. Tiburtz Tiburtius. ... Linköping	NA
1765	Tranberg, Jonas (1704-1767)	Guds barnas otwifwelaktiga försäkran om werldenes tilstundande ända, förestäld i anledning af psalm. 102. v. 27. I Linköpings domkyrko, på första prästemöts-dagen, den 13 septemb. 1763. Af Jonas Tranberg ... Linköping, tryckt hos afl	NA
1793	Hederström, Hans (1710-1792)	Werlden den guld-kalfwen, i eld förbränd på yttersta dagen; förestäld i anledning af texten: 2 Pet. 3:10. Uti Linköpings domkyrka, på andre prästemöts-dagen, den 14 september 1763. Af Hans Hederström ... Andra uplagan. Linköping, 1793	NA
1794	Lindblom, Jacob Axelsson (1746-1819)	Tal vid prestmötets slut i Linköping d. 12 sept. 1793. Af J.A. Lindblom ... Linköping, 1794. Tryckt hos G.W. Londicer och Björckegrens enka	NA
1826	Mellen, Enoch Von (1785-1859)	Oratio coram synodo cleri ostrogothici dicta ab Enocho von Mellen ... Linköping, 1826 Axel Petre	NA
1826	Sandry, Johan Fredrik (1781-1847)	Predikan, hållen i Linköping på 3:dje prästmötsdagen d. 23 sept. 1825 af mag:r Joh. Fr. Sandry. ... Linköping, 1826 Axel Petre	NA
1826	Wallenberg, Marcus (1774-1833)	Tal då prestmötet i Linköping deu [!] 23 september 1825 upplöstes af Marcus Wallenberg ... Linköping, 1826; Axel Petre	NA
1825	Wallenberg, Marcus (1774-1833)	Oratio, qua synodum dioecesanam cleri ostrogothici diebus XXI, XXII et XXIII septembris anni MDCCCXXV Lincopiae habitam auspiactus est Marcus Wallenberg ... Lincopiae Axel Petre	NA
1826	Widén, David Uddo (1781-1849)	Predikan, hållen vid prestmötet i Linköping d. 21 sept. 1825 af mag:r Uddo Widén ... I anledning af Mori ep. Th. christ. part. 4:tæ cap. 1:mo. Linköping, 1826 Axel Petre	NA
1764	NA	Then swenska psalm-boken, med the stycker som ther til höra, och på följande sida upteknade finnas. Uppå kongl. maj:ts nådigste befalning, år MDCXCV. öfwersedd och nödtorfteligen förbättrad. Linköping, tryckt hos afl. Biörckegrens enka	NA
1767	NA	Then swenska psalm-boken, med the stycker, som ther til höra, och på följande sida upteknade finnas. Uppå kongl. maj:ts nådigste befallning, år 1695. öfwersedd, och nödtorfteligen förbättrad. Linköping, tryckt hos Biörckegrens enka	NA
1779	NA	Then swenska psalm-boken, med the stycker, som ther til höra, och på följande sida upteknade finnas. Uppå kongl. maj:ts nådigste befallning, år 1695. öfwersedd, och nödtorfteligen förbättrad. Linköping, tryckt hos Biörckegrens enka	NA
1825	NA	Den swenska psalmboken. Af konungen gillad och stadfästad år 1819. Linköping, 1825; tryckt hos Axel Petre	NA
1825	NA	De årlige evangelier och epistlar med der till hörande collecter och böner; jemte de wanlige kyrko- och communion-böner, med de förändringar och tillägg utur nya kyrko-handboken, hwilka af kongl. maj:t blifwit serskilt anbefalta. Linköping	NA
1826	NA	Den swenska psalmboken. Af konungen gillad och stadfästad, år 1819. Linköping, 1826; Axel Petre	NA
1828	NA	Den swenska psalmboken. Af konungen gillad och stadfästad, år 1819. Linköping, 1828. Axel Petre	NA
1784	NA	Then swenska psalm-boken, med the stycker, som ther til höra, och på följande sida upteknade finnas. Uppå kongl. maj:ts nådigste befallning, år 1695, öfwersedd, och nödtorfteligen förbättrad. Linköping, tryckt hos Biörckegrens enka	NA
1790	NA	Den swenska psalm-boken, med de stycker, som der til höra, och på följande sida upteknade finnas. Uppå kongl. maj:ts nådigste befallning, år 1695. öfwersedd och nödtorfteligen förbättrad. Linköping, tryckt hos Fredrich Schonberg och	NA
1798	NA	Den swenska psalm-boken, med de psalmer, som där til höra, och på registret uptecknade finnas. Uppå kongl. majestäts nådigste befallning år 1695 öfwersedd och nödtorfteligen förbättrad. Linköping, Didric Gabriel Björn, 1798. Kongl. gymn	NA
1798	NA	De årliga evangelier och epistlar, på alla söndagar, högtider och helgedagar; jemte böne-boken, med flere stycken, som til slut på registret uptecknade finnas. Linköping, tryckte hos Didric Gabriel Björn, 1798. Kongl. gymn. boktryckare	NA
1822	NA	Den swenska psalmboken. Af konungen gillad och stadfästad, år 1819. Linköping, 1822; tryckt hos Petre och Abrahamsson	NA
1743	Grubb, Nils (1681-1724)	The rätte christnas ovmgängeliga och dageliga korsz och lidande, som the här i werldene vti Jesu efterfölgd bära måste, til thesz the med honom til härligheten blifwa vphögde. Christ-enfaldeligen förestäldt med thens flit, som, näst	NA
1787	Sherlock, William (1641-1707)	Betraktelser öfwer yttersta domen af Wilhelm Scherlock. Öfwersättning. Linköping, tryckte hos Fr. Schonberg och Björckegrens enka, år 1787	NA
1802	NA	Utwalda språk ur den hel. skrift, med korrta, upbyggliga betraktelser och bönesuckar, för hwarje dag i året. Öfwersättning, från 31:sta tyska uplagan, af C.G. W--e. Linköping, i kongl. gymn. boktryckeriet, 1802	NA
1776	NA	Wälment gåfwa til mine arma medmenniskor och medbröder uti det elände wi ärft, och sedan storligen sjelfwe förökt. Efter begäran och tryckt exempl. ifrån Stockholm, tryckt i Linköping hos Biörckegrens enka, år 1776	NA
1789	NA	Upmuntran til betraktelser öfwer Christi lidande. Tredje gången uplagd. Öfwersättning. Tryckt i Linköping och desz boktryckerie. 1789. [F. Schonberg och Biörckegrens änka.	NA
1788	NA	En lärares förmaning til sin dotter wid hennes första nattwardsgång. Öfwersättning. Linköping, tryckt hos Fredr. Schonberg och Björckegrens encka. [1788.	NA
1738	Sivers, Henric Jacob (1709-1758)	M. Henrici Jacobi Sivers ... Christeliga tancke-almanach, thervti enom christen anledning gifwes, at wända alla sina tanckar ifrå thet jordiska til thet himmelska. Vtur tyskan på swensko öfwersatt af m. Pet. N. Trysen ... Linköping	NA
1758	Spener, Philipp Jacob (1635-1705)	Doct. Philip Jacob Speners ... Gudeliga tankar, om qwinnors klädebonad och prydning; allom wälmentom til upbyggelse öfwersatte, från des Theologische Bedenckens I. del I. cap. IX. afhandling. Linköping, tryckt hos sal. Biörckegrens enka	NA
1703	Spegel, Haquin (1645-1714)	Barna lexor utaf then h. skrift uthsökte. =Anon=. Linkiöping tryckt hoos sal. Ephraim Kämpes änckia. [1703.	NA
1723	Loefgreen, Petrus Simonius (1627-1691)	En trogen siäla-sörgares wälgrundada hufwud-råd, til at vti en rettskaffans bettring dageligen lefwa och christeligen skicka sig i dödsstunden; vtaf Gudz h. ord och evangeliska lärares skrifter, snart för femtio åhr sedan, på latinska	NA
1748	NA	Gudachtighets öfning, eller En kort och enfaldig vnderwisning, huru en menniskia, vnder andans öfwertygande i ordet om sitt osaliga och fördömeliga tilstånd vtom delachtigheten med Christo, medelst Guds nåd, må kunna, vti en rättskaffens	NA
1787	NA	Konsten at rätt bedja Fader wår, eller En christens dageliga sjelf-pröfning efter denna bön. Öfwersättning af J.M. Tryckt i Linköping 1787. [F. Schonberg och Björckegrens änka.	NA
1789	NA	Hjertats allra innersta kärleks-förbindelse med Jesu. Öfwersättning. Linköping, tr. hos Fr. Schonberg och Björckegr. enka 1789	NA
1823	Sturm, Christoph Christian (1740-1786)	Morgon- och afton-andagts-öfningar på hwar dag i weckan, goda tankar hela dagen igenom, samt communion-böner för och efter den heliga nattwarden, af mag:r Chr. C. Sturm. Öfwersättning. Linköping, 1823; Axel Petre	NA
1816	Bergergren, Johan Gabriel (1775-1841)	Ett välgörande sätt att minska tiggerier samt i framtiden umbära correctionshus. Af Gabriel Bergergren. Linköping 1816. Petre och Abrahamsson	NA
1809	Bellin De La Liborlière, Louis François Marie (1774-1847)	Elfrida af B. de La L. Öfversättning af Svante Gabriel Ödmann. Linköping, [2:] Linköping. Groth och Petre. På eget förlag. =1-2. 1809.=	NA
1706	Spegel, Haquin (1645-1714)	It nögsamt och tacksamt hierta, efter konung Dawids ord och exempel beskrefwet, och hos then wälborne saliga frun, fru Christina Maria Hård altid befunnit: hwilket henne til wälförtient beröm, och andre christne til it behageligit efterdöme	NA
1760	Aspling, Samuel (1716-1762)	Bönen, ett samtal med Gud, betraktad uti högmäszo-predikan, på böne-söndagen uti Wästerwiks stads kyrko år 1760, och efter begäran til trycket utgifwen af Samuel Aspling ... 2. Maccab. 15:39. Linköping, tryckt hos sal. Biörckegrens enka	NA
1758	Törnrot, Laurentius Nicolai (1701-1756)	En skadelig domstol, i anledning af texten, Ps. 94:20. Vti en sessions-predikan, för norra- och södra Tiusts rättsökande och rättgifwande, wid lagtima sommar-tinget, å wanlig tingstad Gambla-byn, 1749 vti Gambla-bys-kyrko, enfaldeligen	NA
1769	NA	Then swenska psalm-boken, med the stycker, som ther til höra, och på följande sida upteknade finnas. Uppå kongl. maj:ts nådigste befallning, år 1695. öfwersedd, och nödtorfteligen förbättrad. Linköping, tryckt hos Biörckegrens enka	NA
1737	Rydelius, Andreas (1671-1738)	Doct. Andreæ Rydelii ... Nödiga förnufts-öfningar, at lära kenna thet sundas wägar och thet osundas felsteg. Andra vplaget, ökt med siette delen, som nu är i ordningen then femte. Med hans kongl. maj:ts allernådigsta privilegium. Linköping	NA
1797	Snell, Johann Peter Ludwig	Sedolärande berättelser, för menige man och lärobarn. Af J. P. .A [!] . Snell. Öfwersättning af Joh. Dusén. Linköping, D.G. Björn, k.g. boktr. På eget förlag. =1-3. 1797-1800=. [1:	NA
1798	Snell, Johann Peter Ludwig	Sedolärande berättelser, för menige man och lärobarn. Af J.P.A [!] . Snell. Öfwersättning af Joh. Dusén. Linköping, D.G. Björn, k.g. boktr. På eget förlag. =1-3. 1797-1800=. [1:	NA
1800	Snell, Johann Peter Ludwig	Sedolärande berättelser, för menige man och lärobarn. Af J.P.A [!] . Snell. Öfwersättning af Joh. Dusén. Linköping, D.G. Björn, k.g. boktr. På eget förlag. =1-3. 1797-1800=. [1:	NA
1785	NA	En kort berättelse, om en fattig man wid namn Joseph, tryckt år 1785, uti Hadersleben på tyska; hwarifrån den på swenska blifwit öfwersatt. Linköping, tryckt hos Fredrich Schonberg och Björckegrens enka	NA
1793	NA	En stor, men benådad syndares berättelse om sig sjelf	NA
