"publication_place","country","longitude","latitude","chosen_id"
"Leyden","Netherlands",4.5,52.15,"<http://vocab.getty.edu/tgn/7006809>"
"Groningen","Netherlands",6.56666666666667,53.2166666666667,"<http://dbpedia.org/resource/Groningen>"
"Leeuwarden","Netherlands",5.783333333,53.2,"<http://www.wikidata.org/entity/Q25390>"
"Deventer","Netherlands",6.16,52.251111111,"<http://www.wikidata.org/entity/Q26296883>"
"Harlem","Netherlands",4.65,52.366667,"<http://vocab.getty.edu/tgn/7007048>"
"Arnhem","Netherlands",5.916667,51.983333,"<http://vocab.getty.edu/tgn/7006876>"
"Harderwijk","Netherlands",5.61666666666667,52.35,"<http://dbpedia.org/resource/Harderwijk>"
"Gent","Belgium",3.716667,51.05,"<http://vocab.getty.edu/tgn/7007887>"
"Gouda","Netherlands",4.70833,52.01667,"<http://www.wikidata.org/entity/Q33439340>"
"Den Haag","Netherlands",4.3,52.083333,"<http://vocab.getty.edu/tgn/7006810>"
"Brussel","Belgium",4.333333,50.833333,"<http://vocab.getty.edu/tgn/7007868>"
"Hoorn","Netherlands",5.066667,52.65,"<http://vocab.getty.edu/tgn/7007056>"
"Zwolle","Netherlands",6.09444,52.5125,"<http://www.wikidata.org/entity/Q13189044>"
"Alkmaar","Netherlands",4.75,52.633333,"<http://vocab.getty.edu/tgn/7007057>"
"Franeker","Netherlands",5.53333333333333,53.2,"<http://dbpedia.org/resource/Franeker>"
"Nijmegen","Netherlands",5.85278,51.8425,"<http://www.wikidata.org/entity/Q33467482>"
"Mechelen","Belgium",4.479538888,51.027419444,"<http://www.wikidata.org/entity/Q21765751>"
"Maastricht","Netherlands",5.68333333333333,50.85,"<http://dbpedia.org/resource/Maastricht>"
"Kampen","Netherlands",5.916667,52.55,"<http://vocab.getty.edu/tgn/7006948>"
"Gorinchem","Netherlands",4.97243,51.83652,"<http://www.wikidata.org/entity/Q33439227>"
"Harlingen","Germany",6.65,49.416667,"<http://vocab.getty.edu/tgn/7169045>"
"Vlissingen","Netherlands",3.57361,51.4425,"<http://www.wikidata.org/entity/Q33512335>"
"Bologna","Italy",11.351,44.507,"<http://vocab.getty.edu/tgn/7004847>"
"Zutphen","Netherlands",6.2,52.1333333333333,"<http://dbpedia.org/resource/Zutphen>"
"Schiedam","Netherlands",4.4,51.916667,"<http://vocab.getty.edu/tgn/7006800>"
"Amersfoort","Netherlands",5.38333333333333,52.15,"<http://dbpedia.org/resource/Amersfoort>"
"Breda","Netherlands",4.783333333,51.583333333,"<http://www.wikidata.org/entity/Q40844>"
"Goes","Netherlands",3.883333333,51.5,"<http://www.wikidata.org/entity/Q81220>"
"Embden","Germany",10.35,53.183333,"<http://vocab.getty.edu/tgn/7188823>"
"Rostock","Germany",12.133333,54.083333,"<http://vocab.getty.edu/tgn/7004717>"
"Zaandam","Netherlands",4.842222222,52.441666666,"<http://www.wikidata.org/entity/Q211260>"
"Colombo","Sri Lanka",79.8427777777778,6.93444444444444,"<http://dbpedia.org/resource/Colombo>"
"Holland","Netherlands",5.15,51.366667,"<http://vocab.getty.edu/tgn/7263522>"
"Mons","Belgium",3.95,50.45,"<http://dbpedia.org/resource/Mons>"
"Nancy","France",6.1846,48.6936,"<http://dbpedia.org/resource/Nancy,_France>"
"Paramaribo","Suriname",-55.166666666,5.866666666,"<http://www.wikidata.org/entity/Q3001>"
"Cleve","Germany",6.15,51.783333,"<http://vocab.getty.edu/tgn/7012313>"
"Altona","Germany",11.433333,53.233333,"<http://vocab.getty.edu/tgn/7060796>"
"Bremen","Germany",8.8,53.083333,"<http://vocab.getty.edu/tgn/7005286>"
"Harlingen","Netherlands",5.416667,53.183333,"<http://vocab.getty.edu/tgn/7007015>"
"Stockholm","Sweden",18.0686111111111,59.3294444444444,"<http://dbpedia.org/resource/Stockholm>"
"Villefranche","France",2.947179,48.246273,"<http://vocab.getty.edu/tgn/7601392>"
"Bergen","Norway",5.33,60.3894444444444,"<http://dbpedia.org/resource/Bergen>"
"Düsseldorf","Germany",6.766667,51.216667,"<http://vocab.getty.edu/tgn/7004443>"
"Grenoble","France",5.726388888,45.186944444,"<http://www.wikidata.org/entity/Q1289>"
"Sedan","France",4.9411,49.7025,"<http://dbpedia.org/resource/Sedan,_Ardennes>"
"Luxembourg","Luxembourg",6.1333,49.6167,"<http://vocab.getty.edu/tgn/7006254>"
"Trier","Germany",6.63333333333333,49.75,"<http://dbpedia.org/resource/Trier>"
"Barby","England",-1.2,52.316667,"<http://vocab.getty.edu/tgn/7030766>"
"Lille","France",3.0575,50.631944444,"<http://www.wikidata.org/entity/Q648>"
"Madrid","Spain",-3.683333,40.4,"<http://vocab.getty.edu/tgn/7010413>"
"Parma","Italy",10.333333,44.8,"<http://vocab.getty.edu/tgn/7004942>"
"Prague","Czechia",14.4333,50.1,"<http://vocab.getty.edu/tgn/7006464>"
"Wittenberg","Germany",12.65,51.8833,"<http://vocab.getty.edu/tgn/7012349>"
"Arras","France",2.780306,50.291799,"<http://vocab.getty.edu/tgn/7008468>"
"Aurich","Germany",7.483611111,53.471388888,"<http://www.wikidata.org/entity/Q14839>"
"Avignon","France",4.808333333,43.948611111,"<http://www.wikidata.org/entity/Q6397>"
"Danzig","Poland",18.6833,54.3667,"<http://vocab.getty.edu/tgn/7007660>"
"Duisburg","Germany",6.761111111,51.432222222,"<http://www.wikidata.org/entity/Q2100>"
"Erfurt","Germany",11.033333,50.983333,"<http://vocab.getty.edu/tgn/7024031>"
"Freiburg","Germany",7.85,48,"<http://vocab.getty.edu/tgn/7004423>"
"Herford","Germany",8.683333,52.133333,"<http://vocab.getty.edu/tgn/7012503>"
"La Rochelle","France",-1.151388888,46.159444444,"<http://www.wikidata.org/entity/Q82185>"
"Lion","France",3.703194,48.522784,"<http://vocab.getty.edu/tgn/7629930>"
"Munich","Germany",11.5755,48.137194444,"<http://www.wikidata.org/entity/Q1726>"
"Potsdam","Germany",13.0666666666667,52.4,"<http://dbpedia.org/resource/Potsdam>"
"Amiens","France",2.299,49.892,"<http://dbpedia.org/resource/Amiens>"
"Augsburg","Germany",10.9,48.3666666666667,"<http://dbpedia.org/resource/Augsburg>"
"Bagdad","Iraq",44.4167,33.35,"<http://vocab.getty.edu/tgn/7002482>"
"Bielefeld","Germany",8.533333333,52.016666666,"<http://www.wikidata.org/entity/Q2112>"
"Bonn","Germany",7.099722222,50.733888888,"<http://www.wikidata.org/entity/Q586>"
"Bouillon","Belgium",5.068055555,49.795555555,"<http://www.wikidata.org/entity/Q217216>"
"Bordeaux","France",-0.58,44.84,"<http://dbpedia.org/resource/Bordeaux>"
"Brest","France",-4.486944444,48.39,"<http://www.wikidata.org/entity/Q12193>"
"Charenton","France",2.983333,47.269713,"<http://vocab.getty.edu/tgn/7654793>"
"Chartres","France",1.491737,48.448201,"<http://vocab.getty.edu/tgn/7008267>"
"Coimbra","Portugal",-8.419551,40.205642,"<http://vocab.getty.edu/tgn/7010814>"
"Dortmund","Germany",7.465277777,51.513888888,"<http://www.wikidata.org/entity/Q1295>"
"Erlangen","Germany",11.003889,49.589722,"<http://vocab.getty.edu/tgn/7004332>"
"Flushing","England",-5.066667,50.15,"<http://vocab.getty.edu/tgn/7449428>"
"Frankfurt am Main","Germany",8.68333333333333,50.1166666666667,"<http://dbpedia.org/resource/Frankfurt>"
"Granada","Spain",-3.60083333333333,37.1780555555556,"<http://dbpedia.org/resource/Granada>"
"Hanau","Germany",8.916667,50.133333,"<http://vocab.getty.edu/tgn/7005295>"
"Heidelberg","Germany",8.71,49.412222222,"<http://www.wikidata.org/entity/Q2966>"
"Ingolstadt","Germany",11.433333,48.766667,"<http://vocab.getty.edu/tgn/7017035>"
"Kassel","Germany",9.5,51.3166666666667,"<http://dbpedia.org/resource/Kassel>"
"Magdeburg","Germany",11.629166666,52.127777777,"<http://www.wikidata.org/entity/Q1733>"
"Marseille","France",5.376388888,43.296666666,"<http://www.wikidata.org/entity/Q23482>"
"Montauban","France",1.3558,44.0181,"<http://dbpedia.org/resource/Montauban>"
"Namur","Belgium",4.866666666,50.466666666,"<http://www.wikidata.org/entity/Q134121>"
"New York Ny","USA",-74,40.7,"<http://vocab.getty.edu/tgn/7007567>"
"Nimes","France",4.359623,43.833778,"<http://vocab.getty.edu/tgn/7008371>"
"Nismes","Belgium",4.55,50.083333,"<http://vocab.getty.edu/tgn/1026641>"
"Nürnberg","Germany",11.068333,49.447778,"<http://vocab.getty.edu/tgn/7004334>"
"Oldenburg","Germany",8,53,"<http://vocab.getty.edu/tgn/7004439>"
"Padua","Italy",11.883333,45.416667,"<http://vocab.getty.edu/tgn/7003085>"
"Reims","France",4.0347,49.2628,"<http://dbpedia.org/resource/Reims>"
"Skara","Sweden",13.4333333333333,58.3833333333333,"<http://dbpedia.org/resource/Skara>"
"Torino","Italy",7.7,45.066666666,"<http://www.wikidata.org/entity/Q495>"
"Zaltbommel","Netherlands",5.25,51.8,"<http://vocab.getty.edu/tgn/7006866>"
"Buenos Aires","Argentina",-58.3816666666667,-34.6033333333333,"<http://dbpedia.org/resource/Buenos_Aires>"
"Brisbane","Australia",153.027777777,-27.467777777,"<http://www.wikidata.org/entity/Q34932>"
"Minsk","Belarus",27.5666666666667,53.9,"<http://dbpedia.org/resource/Minsk>"
"Liège","Belgium",5.570228,50.638674,"<http://vocab.getty.edu/tgn/7007945>"
"Ottawa","Canada",-75.695,45.424722222,"<http://www.wikidata.org/entity/Q1930>"
"Aabenraa","Denmark",9.418055555,55.044444444,"<http://www.wikidata.org/entity/Q154897>"
"Aalborg","Denmark",9.91666666666667,57.05,"<http://dbpedia.org/resource/Aalborg>"
"Aarhus","Denmark",10.209722222,56.156388888,"<http://www.wikidata.org/entity/Q25319>"
"Haderslev","Denmark",9.5,55.25,"<http://vocab.getty.edu/tgn/7003422>"
"Helsingør","Denmark",12.6333,56.05,"<http://vocab.getty.edu/tgn/7003553>"
"Odense","Denmark",10.3886111111111,55.3958333333333,"<http://dbpedia.org/resource/Odense>"
"Letchworth","England",-0.216667,51.966667,"<http://vocab.getty.edu/tgn/7011887>"
"Purleigh","England",0.65,51.666667,"<http://vocab.getty.edu/tgn/1030381>"
"Narva","Estonia",28.200555555,59.379166666,"<http://www.wikidata.org/entity/Q102158>"
"Tallinn","Estonia",24.745,59.437222222,"<http://www.wikidata.org/entity/Q1770>"
"Tartu","Estonia",26.745,58.366,"<http://vocab.getty.edu/tgn/7006624>"
"Viljandi","Estonia",25.595555555,58.363333333,"<http://www.wikidata.org/entity/Q44840>"
"Anttola","Finland",29.084468888,61.884126111,"<http://www.wikidata.org/entity/Q11852298>"
"Espoo","Finland",24.7,60.1667,"<http://vocab.getty.edu/tgn/7010360>"
"Eura","Finland",22.083333333,61.133333333,"<http://www.wikidata.org/entity/Q999868>"
"Forssa","Finland",23.633,60.8167,"<http://vocab.getty.edu/tgn/1031279>"
"Godby","Finland",19.98805556,60.23,"<http://www.wikidata.org/entity/Q3737303>"
"Haapajärvi","Finland",25.3333,63.75,"<http://vocab.getty.edu/tgn/1031285>"
"Hämeenlinna","Finland",24.4167,61,"<http://vocab.getty.edu/tgn/7009878>"
"Hamina","Finland",27.25,60.55,"<http://vocab.getty.edu/tgn/1031289>"
"Hanko","Finland",23,59.8333,"<http://vocab.getty.edu/tgn/1031290>"
"Harjavalta","Finland",22.1667,61.3167,"<http://vocab.getty.edu/tgn/1031292>"
"Heinävesi","Finland",28.6667,62.4333,"<http://vocab.getty.edu/tgn/7009879>"
"Heinola","Finland",26.0833,61.2167,"<http://vocab.getty.edu/tgn/1031297>"
"Helsinki","Finland",25,60.1333,"<http://vocab.getty.edu/tgn/7009880>"
"Hinnerjoki","Finland",22,61,"<http://vocab.getty.edu/tgn/1031300>"
"Hirvensalmi","Finland",26.780555555,61.638888888,"<http://www.wikidata.org/entity/Q607778>"
"Huopalahti","Finland",24.89,60.21,"<http://www.wikidata.org/entity/Q3105912>"
"Hyvinkää","Finland",24.8333,60.6167,"<http://vocab.getty.edu/tgn/1031304>"
"Iisalmi","Finland",27.1833,63.5667,"<http://vocab.getty.edu/tgn/1031306>"
"Ikaalinen","Finland",23.0833,61.7667,"<http://vocab.getty.edu/tgn/1031309>"
"Ilmajoki","Finland",22.5667,62.7333,"<http://vocab.getty.edu/tgn/1031310>"
"Imatra","Finland",28.8333,61.2333,"<http://vocab.getty.edu/tgn/1031312>"
"Impilahti","Finland",31.1653,61.6697,"<http://www.wikidata.org/entity/Q2660157>"
"Inari","Finland",27.0833,68.9,"<http://vocab.getty.edu/tgn/1031313>"
"Inkoo","Finland",24.005555555,60.045833333,"<http://www.wikidata.org/entity/Q986331>"
"Janakkala","Finland",24.65,60.916666666,"<http://www.wikidata.org/entity/Q374324>"
"Joensuu","Finland",29.75,62.6,"<http://vocab.getty.edu/tgn/1031325>"
"Juva","Finland",27.8333,61.9167,"<http://vocab.getty.edu/tgn/1031334>"
"Jyväskylä","Finland",25.8333,62.2667,"<http://vocab.getty.edu/tgn/7009882>"
"Kainuu","Finland",28,64.5,"<http://dbpedia.org/resource/Kainuu>"
"Kajaani","Finland",27.6833,64.2333,"<http://vocab.getty.edu/tgn/1031339>"
"Kangasala","Finland",24.0833,61.4667,"<http://vocab.getty.edu/tgn/1031341>"
"Karhula","Finland",26.9667,60.4833,"<http://vocab.getty.edu/tgn/1031346>"
"Karjaa","Finland",23.75,60.0833,"<http://vocab.getty.edu/tgn/1031348>"
"Karjalohja","Finland",23.718055555,60.240277777,"<http://www.wikidata.org/entity/Q990572>"
"Karstula","Finland",24.8333,62.8833,"<http://vocab.getty.edu/tgn/1031351>"
"Kaskinen","Finland",21.1667,62.3833,"<http://vocab.getty.edu/tgn/1031354>"
"Kauhajoki","Finland",22.1667,62.4333,"<http://vocab.getty.edu/tgn/1031356>"
"Kausala","Finland",26.3667,60.9,"<http://vocab.getty.edu/tgn/1031359>"
"Kauvatsa","Finland",22.539397222,61.309691666,"<http://www.wikidata.org/entity/Q3432699>"
"Kemi","Finland",24.5667,65.7667,"<http://vocab.getty.edu/tgn/1031365>"
"Kiiminki","Finland",25.775555555,65.128888888,"<http://www.wikidata.org/entity/Q18180785>"
"Kirkkonummi","Finland",24.3333,60.1,"<http://vocab.getty.edu/tgn/1031415>"
"Kodisjoki","Finland",21.6875,61.027777777,"<http://www.wikidata.org/entity/Q425733>"
"Koivulahti","Finland",21.83333333,63.16666667,"<http://www.wikidata.org/entity/Q3366137>"
"Kokemäki","Finland",22.3333,61.25,"<http://vocab.getty.edu/tgn/1031383>"
"Kokkola","Finland",23.1667,63.8333,"<http://vocab.getty.edu/tgn/1031384>"
"Korsnäs","Finland",21.1667,62.7833,"<http://vocab.getty.edu/tgn/1031392>"
"Kotka","Finland",26.9167,60.4333,"<http://vocab.getty.edu/tgn/1031395>"
"Kouvola","Finland",26.75,60.9,"<http://vocab.getty.edu/tgn/1031396>"
"Kristiinankaupunki","Finland",21.3,62.2667,"<http://vocab.getty.edu/tgn/1031397>"
"Kruunupyy","Finland",23.0667,63.7333,"<http://vocab.getty.edu/tgn/1031398>"
"Kuopio","Finland",27.6667,62.9,"<http://vocab.getty.edu/tgn/7009883>"
"Kuortane","Finland",23.5,62.8,"<http://vocab.getty.edu/tgn/1031405>"
"Kuusankoski","Finland",26.7,60.9167,"<http://vocab.getty.edu/tgn/1031412>"
"Kymenlaakso","Finland",27,60.5,"<http://dbpedia.org/resource/Kymenlaakso>"
"Lahti","Finland",25.6667,60.9667,"<http://vocab.getty.edu/tgn/7009884>"
"Laihia","Finland",22,62.9667,"<http://vocab.getty.edu/tgn/1031420>"
"Laitila","Finland",21.6667,60.8667,"<http://vocab.getty.edu/tgn/1031421>"
"Lammi","Finland",25.0167,61.0833,"<http://vocab.getty.edu/tgn/1031422>"
"Lappeenranta","Finland",28.25,61.0667,"<http://vocab.getty.edu/tgn/7009885>"
"Lapua","Finland",23,62.95,"<http://vocab.getty.edu/tgn/1031430>"
"Lohja","Finland",24.1667,60.2,"<http://vocab.getty.edu/tgn/7009887>"
"Loimaa","Finland",23.05,60.85,"<http://vocab.getty.edu/tgn/1031444>"
"Loviisa","Finland",26.25,60.45,"<http://vocab.getty.edu/tgn/1031447>"
"Maaninka","Finland",27.3333,63.1667,"<http://vocab.getty.edu/tgn/1031453>"
"Mäntyharju","Finland",26.8333,61.4333,"<http://vocab.getty.edu/tgn/1031450>"
"Mariehamn","Finland",19.9167,60.0833,"<http://vocab.getty.edu/tgn/1031454>"
"Marttila","Finland",22.9,60.583333333,"<http://www.wikidata.org/entity/Q678811>"
"Mikkeli","Finland",27.25,61.7333,"<http://vocab.getty.edu/tgn/1031460>"
"Mustio","Finland",23.86388889,60.1375,"<http://www.wikidata.org/entity/Q10684557>"
"Naantali","Finland",22.0833,60.4667,"<http://vocab.getty.edu/tgn/7009889>"
"Närpiö","Finland",21.3167,62.4667,"<http://vocab.getty.edu/tgn/1031469>"
"Nokia","Finland",23.5,61.4667,"<http://vocab.getty.edu/tgn/1031474>"
"Noormarkku","Finland",21.8333,61.5833,"<http://vocab.getty.edu/tgn/7009890>"
"Nummela","Finland",24.3206,60.3339,"<http://www.wikidata.org/entity/Q1280623>"
"Nurmijärvi","Finland",24.8,60.4667,"<http://vocab.getty.edu/tgn/7009891>"
"Orimattila","Finland",25.6667,60.8,"<http://vocab.getty.edu/tgn/1031479>"
"Orivesi","Finland",24.35,61.6833,"<http://vocab.getty.edu/tgn/1031481>"
"Otava","Finland",27.0667,61.65,"<http://vocab.getty.edu/tgn/1031483>"
"Oulainen","Finland",24.8333,64.2833,"<http://vocab.getty.edu/tgn/1031484>"
"Oulu","Finland",25.4333,65,"<http://vocab.getty.edu/tgn/1031485>"
"Paimio","Finland",22.7,60.45,"<http://vocab.getty.edu/tgn/1031490>"
"Parainen","Finland",22.3333,60.3,"<http://vocab.getty.edu/tgn/1031494>"
"Parikkala","Finland",29.5,61.5833,"<http://vocab.getty.edu/tgn/1031495>"
"Parkano","Finland",23,62.05,"<http://vocab.getty.edu/tgn/1031496>"
"Perho","Finland",24.4167,63.25,"<http://vocab.getty.edu/tgn/1031501>"
"Pernaja","Finland",26.033333333,60.45,"<http://www.wikidata.org/entity/Q1005082>"
"Pieksämäki","Finland",27.1667,62.3,"<http://vocab.getty.edu/tgn/1031504>"
"Pietarsaari","Finland",22.6667,63.6833,"<http://vocab.getty.edu/tgn/1031322>"
"Pihlava","Finland",21.6,61.55,"<http://vocab.getty.edu/tgn/1031506>"
"Piikkiö","Finland",22.5167,60.4333,"<http://vocab.getty.edu/tgn/1031508>"
"Pinjainen","Finland",23.642194444,60.085305555,"<http://www.wikidata.org/entity/Q10429653>"
"Pori","Finland",21.75,61.4667,"<http://vocab.getty.edu/tgn/7009893>"
"Porvoo","Finland",25.6667,60.4,"<http://vocab.getty.edu/tgn/1031270>"
"Raahe","Finland",24.5,64.7,"<http://vocab.getty.edu/tgn/1031526>"
"Rääkkylä","Finland",29.6667,62.3167,"<http://vocab.getty.edu/tgn/1031525>"
"Raisio","Finland",22.169444444,60.486111111,"<http://www.wikidata.org/entity/Q372075>"
"Rantasalmi","Finland",28.3333,62.1,"<http://vocab.getty.edu/tgn/1031529>"
"Rauma","Finland",21.5,61.15,"<http://vocab.getty.edu/tgn/1031533>"
"Rautalampi","Finland",26.35,62.6333,"<http://vocab.getty.edu/tgn/1031534>"
"Rautio","Finland",24.20555556,64.075,"<http://www.wikidata.org/entity/Q3432403>"
"Rovaniemi","Finland",25.6667,66.4833,"<http://vocab.getty.edu/tgn/7009958>"
"Salo","Finland",23.1667,60.3833,"<http://vocab.getty.edu/tgn/1031550>"
"Sauvo","Finland",22.7333,60.3667,"<http://vocab.getty.edu/tgn/1031551>"
"Savonlinna","Finland",28.8833,61.8667,"<http://vocab.getty.edu/tgn/1031553>"
"Sipoo","Finland",25.272222222,60.376388888,"<http://www.wikidata.org/entity/Q986320>"
"Suomussalmi","Finland",29.1667,64.8667,"<http://vocab.getty.edu/tgn/7009959>"
"Suonenjoki","Finland",27.1,62.6667,"<http://vocab.getty.edu/tgn/1031571>"
"Taipalsaari","Finland",28.059722222,61.159722222,"<http://www.wikidata.org/entity/Q1025700>"
"Tammela","Finland",23.766667,60.8,"<http://vocab.getty.edu/tgn/4011013>"
"Tammisaari","Finland",23.5,60,"<http://vocab.getty.edu/tgn/1031273>"
"Tampere","Finland",23.75,61.5,"<http://vocab.getty.edu/tgn/7009960>"
"Toholampi","Finland",24.25,63.7667,"<http://vocab.getty.edu/tgn/1031582>"
"Tornio","Finland",24.1667,65.8667,"<http://vocab.getty.edu/tgn/7009961>"
"Turenki","Finland",24.6333,60.9167,"<http://vocab.getty.edu/tgn/1031585>"
"Turku","Finland",22.25,60.45,"<http://vocab.getty.edu/tgn/7009962>"
"Tuusula","Finland",25.029166666,60.402777777,"<http://www.wikidata.org/entity/Q214773>"
"Tyrvää","Finland",22.883333,61.35,"<http://vocab.getty.edu/tgn/7594399>"
"Uusikaarlepyy","Finland",22.5,63.3667,"<http://vocab.getty.edu/tgn/7010084>"
"Uusikaupunki","Finland",21.4167,60.8,"<http://vocab.getty.edu/tgn/7009963>"
"Vaasa","Finland",21.6,63.1,"<http://vocab.getty.edu/tgn/7009964>"
"Vammala","Finland",22.9167,61.3333,"<http://vocab.getty.edu/tgn/1031604>"
"Le Mans","France",0.196944444,48.004166666,"<http://www.wikidata.org/entity/Q1476>"
"Montpellier","France",3.87723,43.61092,"<http://vocab.getty.edu/tgn/7009369>"
"Altdorf","Germany",12.683333,51.05,"<http://vocab.getty.edu/tgn/7216253>"
"Altenstein","Germany",7.933333,47.733333,"<http://vocab.getty.edu/tgn/7059611>"
"Arnstadt","Germany",10.9463888888889,50.8341666666667,"<http://dbpedia.org/resource/Arnstadt>"
"Braunschweig","Germany",10.521111111,52.269166666,"<http://www.wikidata.org/entity/Q2773>"
"Brunn","Germany",13.366667,53.666667,"<http://vocab.getty.edu/tgn/7203497>"
"Dessau","Germany",12.25,51.8333333333333,"<http://dbpedia.org/resource/Dessau>"
"Elbingen","Germany",7.91111111111111,50.5291666666667,"<http://dbpedia.org/resource/Elbingen>"
"Freiburg im Breisgau","Germany",7.849722222,47.994722222,"<http://www.wikidata.org/entity/Q2833>"
"Fürth","Germany",10.966667,49.466667,"<http://vocab.getty.edu/tgn/7013366>"
"Gera","Germany",12.08242,50.87818,"<http://www.wikidata.org/entity/Q3750>"
"Gießen","Germany",8.65,50.583333,"<http://vocab.getty.edu/tgn/7004429>"
"Gotha","Germany",10.7183333333333,50.9488888888889,"<http://dbpedia.org/resource/Gotha>"
"Göttingen","Germany",9.933333,51.533333,"<http://vocab.getty.edu/tgn/7005246>"
"Greifswald","Germany",13.3833333333333,54.0833333333333,"<http://dbpedia.org/resource/Greifswald>"
"Halberstadt","Germany",11.0466666666667,51.8958333333333,"<http://dbpedia.org/resource/Halberstadt>"
"Heilbronn","Germany",9.217953,49.140428,"<http://www.wikidata.org/entity/Q715>"
"Helmstedt","Germany",11.0105555555556,52.2280555555556,"<http://dbpedia.org/resource/Helmstedt>"
"Jena","Germany",11.5861111111111,50.9272222222222,"<http://dbpedia.org/resource/Jena>"
"Kiel","Germany",10.133333,54.333333,"<http://vocab.getty.edu/tgn/7004457>"
"Kirchhain","Germany",8.91666666666667,50.8166666666667,"<http://dbpedia.org/resource/Kirchhain>"
"Lübeck","Germany",10.7,53.866667,"<http://vocab.getty.edu/tgn/7012327>"
"Marburg","Germany",8.766666666,50.816666666,"<http://www.wikidata.org/entity/Q3869>"
"München","Germany",11.583333,48.15,"<http://vocab.getty.edu/tgn/7004333>"
"Neuruppin","Germany",12.8,52.9330555555556,"<http://dbpedia.org/resource/Neuruppin>"
"Offenbach am Main","Germany",8.766667,50.1,"<http://vocab.getty.edu/tgn/7012634>"
"Quedlinburg","Germany",11.147222222,51.791666666,"<http://www.wikidata.org/entity/Q40623>"
"Regensburg","Germany",12.0833333333333,49.0166666666667,"<http://dbpedia.org/resource/Regensburg>"
"Schwerin","Germany",11.416666666,53.633333333,"<http://www.wikidata.org/entity/Q1709>"
"Stade","Germany",9.47638888888889,53.6008333333333,"<http://dbpedia.org/resource/Stade>"
"Stralsund","Germany",13.0833333333333,54.3,"<http://dbpedia.org/resource/Stralsund>"
"Stuttgart","Germany",9.1775,48.776111111,"<http://www.wikidata.org/entity/Q1022>"
"Tübingen","Germany",9.05,48.533333,"<http://vocab.getty.edu/tgn/7004426>"
"Ulm","Germany",9.99155,48.39841,"<http://www.wikidata.org/entity/Q3012>"
"Weimar","Germany",11.316667,50.983333,"<http://vocab.getty.edu/tgn/7012886>"
"Wiesbaden","Germany",8.24,50.0825,"<http://www.wikidata.org/entity/Q1721>"
"Wismar","Germany",11.4666666666667,53.9,"<http://dbpedia.org/resource/Wismar>"
"Budapest","Hungary",19.05,47.5,"<http://vocab.getty.edu/tgn/7006280>"
"Akureyri","Iceland",-18.0667,65.6833,"<http://vocab.getty.edu/tgn/1042512>"
"Ancona","Italy",13.5166666666667,43.6169444444444,"<http://dbpedia.org/resource/Ancona>"
"Arezzo","Italy",11.878055555,43.463055555,"<http://www.wikidata.org/entity/Q13378>"
"Firenze","Italy",11.254166666,43.771388888,"<http://www.wikidata.org/entity/Q2044>"
"Messina","Italy",15.55,38.1833333333333,"<http://dbpedia.org/resource/Messina>"
"Milan","Italy",9.19,45.466944444,"<http://www.wikidata.org/entity/Q490>"
"Naples","Italy",14.25,40.833333333,"<http://www.wikidata.org/entity/Q2634>"
"Pistoia","Italy",10.916666666,43.933333333,"<http://www.wikidata.org/entity/Q13376>"
"Siena","Italy",11.3305555555556,43.3186111111111,"<http://dbpedia.org/resource/Siena>"
"Trieste","Italy",13.8,45.6333333333333,"<http://dbpedia.org/resource/Trieste>"
"Verona","Italy",10.992777777,45.438611111,"<http://www.wikidata.org/entity/Q2028>"
"Jelgava","Latvia",23.6667,56.65,"<http://vocab.getty.edu/tgn/7006473>"
"Riga","Latvia",24.1063888888889,56.9488888888889,"<http://dbpedia.org/resource/Riga>"
"Vilnius","Lithuania",25.2833333333333,54.6833333333333,"<http://dbpedia.org/resource/Vilnius>"
"Dieren","Netherlands",6.133333,52.05,"<http://vocab.getty.edu/tgn/7006895>"
"Oslo","Norway",10.75,59.9333,"<http://vocab.getty.edu/tgn/7009573>"
"Trondheim","Norway",10.3933333333333,63.4297222222222,"<http://dbpedia.org/resource/Trondheim>"
"Braniewo","Poland",19.8333333333333,54.3833333333333,"<http://dbpedia.org/resource/Braniewo>"
"Breslau","Poland",17,51.1,"<http://vocab.getty.edu/tgn/7007601>"
"Gdansk","Poland",18.6833,54.3667,"<http://vocab.getty.edu/tgn/7007660>"
"Krakow","Poland",19.9167,50.05,"<http://vocab.getty.edu/tgn/7007652>"
"Szczecin","Poland",14.555277777,53.424722222,"<http://www.wikidata.org/entity/Q393>"
"Warsaw","Poland",21.0166666666667,52.2333333333333,"<http://dbpedia.org/resource/Warsaw>"
"Lisbon","Portugal",-9.13944444444444,38.7138888888889,"<http://dbpedia.org/resource/Lisbon>"
"Cluj-Napoca","Romania",23.5833333333333,46.7666666666667,"<http://dbpedia.org/resource/Cluj-Napoca>"
"Kazan","Russia",49.1166666666667,55.7833333333333,"<http://dbpedia.org/resource/Kazan>"
"Moscow","Russia",37.6177777777778,55.7516666666667,"<http://dbpedia.org/resource/Moscow>"
"Smolensk","Russia",32.0452777777778,54.7827777777778,"<http://dbpedia.org/resource/Smolensk>"
"Sortavala","Russia",30.6666666666667,61.7,"<http://dbpedia.org/resource/Sortavala>"
"Barcelona","Spain",2.176944444,41.3825,"<http://www.wikidata.org/entity/Q1492>"
"Askersund","Sweden",14.9167,58.8833,"<http://vocab.getty.edu/tgn/1062784>"
